SKU,Description,Length_in,Width_in,Height_in,Weight_lbs,Eaches,Weekly_Picks,Tray_Config,Pick_Priority
SM-02345,Fuse 30A,6.7,10.48,4.16,0.71,2,3,2,512
SM-01689,Dowel Pin,6.71,8.23,3.86,6.39,11,0,2,1273
SM-03479,Connecting Link,6.64,5.33,2.04,0.42,38,0,2,1430
SM-00789,Lock Nut,11.79,2.09,1.92,2.97,14,3,3,294
SM-00383,Overload Relay,15.51,2.75,0.65,7.77,1,0,3,784
SM-02756,Latch,1.02,3.31,0.78,0.15,23,4,4,141
SM-02460,Roll Pin,12.83,6.24,4.84,3.5,1,1,2,1009
SM-02761,Roll Pin,1.45,6.22,4.5,6.34,6,0,4,558
SM-03050,Sealed Bearing,12.49,2.19,1.82,0.23,21,2,3,472
SM-00705,Fuse 10A,15.91,0.92,4.51,1.78,1,0,4,480
SM-00389,Flanged Bearing,4.75,2.94,1.68,1.87,28,5,3,150
SM-02417,Oil Filter,14.56,5.0,0.95,6.78,35,1,2,1005
SM-02866,Fuse 30A,4.48,9.37,2.35,6.87,30,3,2,543
SM-02914,Needle Bearing,12.43,3.47,2.24,4.2,3,1,3,716
SM-03364,Gasket,1.76,6.65,4.65,6.0,15,5,3,204
SM-02316,Stud Bolt,1.23,3.38,2.73,3.25,17,1,4,394
SM-01924,Contactor,5.2,7.84,2.42,2.72,1,10,2,53
SM-02631,Circuit Breaker,14.17,10.13,2.3,4.53,17,3,1,171
SM-01460,LED Indicator,11.64,0.52,2.03,3.66,20,8,4,33
SM-02120,Level Switch,2.77,3.49,0.62,1.97,21,1,3,654
SM-00594,Connecting Link,14.75,6.98,2.17,3.99,3,2,2,600
SM-02696,LED Indicator,2.7,7.52,4.05,6.72,8,0,3,903
SM-02961,Hex Bolt,10.11,4.14,2.28,1.83,6,5,2,276
SM-00179,Pressure Regulator,9.33,3.13,0.8,4.21,38,4,3,209
SM-01568,Fuse 5A,7.62,9.98,2.5,4.36,8,1,2,893
SM-00764,Hex Nut,13.81,11.91,4.6,6.14,3,3,1,135
SM-00667,Spacer,15.63,9.16,4.84,1.28,7,1,1,267
SM-01688,Butt Splice,11.44,7.45,3.88,3.82,10,2,2,642
SM-00736,Flanged Bearing,16.33,5.61,2.4,2.11,8,3,2,417
SM-01785,Needle Bearing,1.98,6.02,3.16,4.18,19,8,3,67
SM-02257,Barb Fitting,9.02,1.93,1.5,5.4,23,2,3,451
SM-02710,Check Valve,0.6,5.25,4.3,5.64,10,5,4,108
SM-02085,Oil Cup,5.69,11.68,1.61,5.5,9,0,2,1309
SM-02355,Coupling Insert,2.38,8.02,2.82,0.4,3,2,3,454
SM-02842,Barb Fitting,13.88,3.06,3.56,2.29,1,0,3,912
SM-01545,Breather Cap,14.76,0.66,1.06,6.05,16,0,4,507
SM-00841,Breather Cap,16.41,3.45,0.59,6.97,4,0,3,816
SM-01259,Flat Washer,17.23,8.43,4.04,4.56,3,1,2,851
SM-01221,Extension Spring,14.42,0.99,1.61,6.89,1,1,4,340
SM-00068,Grease Fitting,13.99,2.05,1.32,2.3,6,1,3,495
SM-01455,Limit Switch,3.22,11.4,3.67,1.64,2,1,3,607
SM-01511,Fuse 15A,1.51,2.01,3.39,7.73,9,0,4,505
SM-00895,Flow Control,3.65,4.29,4.11,6.78,3,3,3,299
SM-02272,Clevis Pin,14.45,5.94,1.39,6.86,5,5,2,248
SM-01508,Solenoid Valve,8.28,5.9,1.02,4.4,8,0,2,1259
SM-01422,Flat Washer,8.22,0.91,0.78,4.79,5,1,4,348
SM-02172,Threaded Rod,9.62,4.55,4.48,7.54,13,1,2,977
SM-00709,Coupling Insert,6.11,4.3,2.61,6.34,14,4,2,307
SM-00246,Air Cylinder,8.62,10.34,4.85,5.3,1,3,2,383
SM-02808,Tee Fitting,3.63,7.55,1.05,1.11,10,0,3,907
SM-03168,Strainer Element,15.2,2.95,2.87,2.31,2,1,3,737
SM-02924,Hex Nut,9.83,2.6,2.89,0.72,1,0,3,914
SM-01528,Timing Belt,10.58,9.02,1.82,2.32,13,0,1,445
SM-02322,Handle,4.44,5.87,2.69,3.2,25,2,2,664
SM-00129,Threaded Rod,14.18,11.67,4.44,1.65,1,0,1,404
SM-00458,Relay 24V,15.04,2.4,3.4,4.56,2,1,3,526
SM-01823,Vibration Mount,4.23,1.72,3.63,4.96,8,0,3,861
SM-00904,Oil Filter,15.8,2.37,4.41,3.34,5,0,3,820
SM-01328,Air Filter,7.08,1.72,2.21,7.05,10,4,3,224
SM-01892,Threaded Rod,5.19,1.73,4.28,7.38,4,1,3,638
SM-00410,Retaining Ring,3.61,3.3,2.32,7.99,31,3,3,276
SM-02636,Ring Terminal,2.1,4.83,1.13,6.89,12,0,3,897
SM-00466,Gas Spring,4.41,4.42,1.33,0.92,20,8,2,74
SM-02873,Coupling Insert,17.54,4.46,2.83,3.65,2,1,2,1049
SM-02012,Shim Pack,13.36,8.13,4.65,2.91,3,4,2,341
SM-02242,Coupling Insert,11.18,4.89,1.38,2.75,14,0,2,1325
SM-00475,Oil Filter,9.85,9.57,2.86,1.97,9,1,1,257
SM-00873,Vibration Mount,9.39,1.17,2.16,0.32,7,0,4,484
SM-02876,Push-to-Connect Fitting,1.1,4.37,4.87,4.93,2,1,4,424
SM-02398,Flow Control,17.27,10.02,3.76,1.62,2,1,1,347
SM-02968,Threaded Rod,17.01,3.9,3.47,5.03,1,0,3,921
SM-01513,Oil Seal,12.25,8.7,3.39,5.62,7,1,2,882
SM-00388,Proximity Sensor,10.74,9.05,3.46,4.96,6,1,1,250
SM-01901,Coupling Insert,0.49,10.84,3.51,7.19,12,0,4,524
SM-01875,Terminal Block,14.14,1.03,2.63,1.55,4,1,4,369
SM-00027,Fuse 30A,7.32,9.63,4.96,1.39,8,0,2,1116
SM-01104,Thrust Bearing,10.09,2.6,1.5,1.95,22,3,3,305
SM-00775,LED Indicator,14.96,11.36,2.3,1.17,11,10,1,14
SM-00278,Toggle Switch,9.98,4.33,4.27,5.4,14,0,2,1146
SM-00844,Overload Relay,13.82,11.35,3.99,0.93,3,3,1,138
SM-01730,Pillow Block,9.22,5.53,3.58,2.83,8,3,2,483
SM-02765,Photoelectric Sensor,13.06,1.29,0.79,5.16,5,3,4,199
SM-03141,Butt Splice,14.13,5.59,2.5,1.79,7,4,2,363
SM-02558,Wave Spring,17.75,2.79,4.79,1.88,4,1,3,686
SM-03015,Hex Bolt,8.24,4.6,2.09,2.54,19,0,2,1395
SM-02261,Extension Spring,11.54,11.12,4.07,6.57,2,0,1,477
SM-02848,Pneumatic Actuator,4.12,3.71,0.65,0.51,24,3,3,375
SM-01911,DIN Rail Mount,6.99,1.57,4.47,0.96,1,5,4,98
SM-03153,Retaining Ring,9.66,10.0,0.76,2.34,14,2,1,231
SM-03446,LED Indicator,11.92,0.98,0.81,5.51,20,0,4,589
SM-00309,Shim Pack,17.38,7.79,0.6,5.16,21,4,2,295
SM-01829,Shaft Seal,17.16,1.79,3.96,6.11,8,0,3,862
SM-02623,Wing Nut,8.83,9.15,3.95,6.32,10,4,1,118
SM-02541,Push Button,2.16,5.18,4.9,5.68,3,4,3,242
SM-01714,Spacer,13.24,1.66,3.49,2.69,6,0,3,855
SM-01298,Needle Bearing,10.5,9.24,2.75,2.44,19,2,1,206
SM-01423,V-Ring Seal,2.92,10.83,3.48,4.88,2,1,3,604
SM-00351,Needle Valve,11.73,10.69,1.92,3.56,3,1,1,249
SM-00640,Vibration Mount,3.7,3.77,1.0,5.3,2,0,3,802
SM-02498,Relay 12V,7.07,11.44,3.88,6.4,4,2,2,667
SM-02530,Retaining Ring,12.59,10.83,4.67,3.22,2,1,1,357
SM-01692,Machine Screw,16.55,8.05,3.38,7.28,6,0,2,1274
SM-00204,Bumper,4.03,5.43,4.05,1.06,4,2,2,593
SM-01070,Relay 120V,1.15,8.38,0.77,4.86,3,1,4,335
SM-00758,Air Cylinder,5.77,2.96,2.28,2.4,5,1,3,542
SM-01678,Pop Rivet,1.76,4.92,2.6,6.64,13,5,3,170
SM-03069,Thrust Bearing,2.23,9.87,4.51,0.18,9,3,3,387
SM-02289,Air Cylinder,15.74,10.71,0.51,5.0,29,4,1,117
SM-03107,Barb Fitting,5.15,0.74,1.77,7.78,4,3,4,212
SM-00485,Clamp,4.96,10.27,2.15,5.68,14,0,2,1167
SM-01330,Handle,1.97,1.54,4.37,6.56,14,0,4,498
SM-00192,Wing Nut,17.75,4.99,2.3,4.76,8,1,2,723
SM-01387,Ball Bearing,8.26,9.35,2.17,4.75,15,0,2,1250
SM-01326,Lock Washer,9.46,4.16,4.74,3.7,4,3,2,454
SM-03049,Breather Cap,5.9,9.57,1.18,2.61,50,0,2,1397
SM-03311,DIN Rail Mount,6.49,8.86,4.18,6.38,14,0,2,1417
SM-00441,Butt Splice,11.91,10.45,3.97,5.53,6,1,1,256
SM-00471,Terminal Block,10.15,6.14,2.81,1.74,6,1,2,765
SM-02744,Thrust Bearing,9.87,9.97,4.84,7.96,6,0,1,494
SM-02457,Rivet,15.66,4.44,0.79,3.67,31,3,2,521
SM-00063,Shock Absorber,16.26,9.29,1.77,5.63,14,7,1,35
SM-02258,Wire Connector,17.77,6.14,2.27,4.81,10,12,2,35
SM-00580,Flanged Bearing,15.97,2.25,3.11,4.31,8,1,3,531
SM-00859,Rocker Switch,13.5,6.92,4.34,0.86,4,2,2,611
SM-02135,Flange Nut,2.82,7.6,2.72,4.32,3,5,3,183
SM-01354,Clevis Pin,16.04,7.2,2.99,1.39,8,3,2,457
SM-03043,Push Button,9.66,7.77,5.0,2.31,7,3,2,557
SM-00812,Cap Screw,10.12,8.99,2.79,6.82,4,1,1,279
SM-03266,Belt,15.48,8.46,1.38,6.14,2,0,2,1408
SM-02919,Proximity Sensor,7.68,4.88,2.76,7.09,7,3,2,549
SM-01284,Terminal Block,1.89,7.51,4.64,0.34,10,2,3,435
SM-00506,Oil Seal,9.66,1.49,1.68,3.23,3,0,4,476
SM-00169,Coupling Insert,14.6,4.49,1.66,3.06,19,5,2,184
SM-00431,Roll Pin,7.64,10.49,1.41,0.34,8,1,2,760
SM-01498,Blind Rivet,17.79,5.68,0.86,7.09,6,9,2,61
SM-00051,Contactor,3.23,8.39,1.28,4.13,26,5,3,142
SM-03333,Clamp,10.06,9.84,4.55,4.81,9,5,1,101
SM-02859,Timing Belt,12.87,3.05,4.59,5.85,1,3,3,377
SM-01641,Temp Sensor,16.12,2.31,3.23,5.63,2,5,3,168
SM-02370,Pilot Light,5.37,1.08,1.86,3.25,19,2,4,263
SM-00776,Flat Washer,4.74,7.16,0.69,7.71,46,3,2,420
SM-00869,Push Button,11.48,9.44,4.39,2.46,4,0,1,428
SM-02016,Hinge,11.46,7.64,4.29,4.26,1,1,2,951
SM-02562,Lock Nut,10.8,5.16,2.56,4.63,12,3,2,527
SM-03353,Terminal Block,2.67,8.57,1.49,2.97,15,0,3,937
SM-02418,E-Clip,15.14,10.79,2.12,7.27,2,6,1,51
SM-00036,Air Cylinder,9.93,2.07,1.07,0.27,33,1,3,489
SM-00457,Air Cylinder,5.17,1.64,2.95,3.06,14,7,3,81
SM-00414,Gasket,9.89,4.79,2.14,4.33,31,0,2,1163
SM-02619,Chain Link,17.39,11.04,2.76,1.38,3,1,1,361
SM-02794,Relay 12V,11.11,10.07,0.75,7.72,39,3,1,176
SM-00255,Ball Bearing,15.6,11.15,4.8,5.7,2,8,1,21
SM-00684,Fuse 5A,16.34,7.21,3.09,5.53,1,3,2,414
SM-02390,Sprocket,0.83,6.69,4.31,4.31,7,0,4,540
SM-03228,Roller Bearing,9.2,2.68,0.7,1.37,26,1,3,743
SM-02499,Pneumatic Actuator,15.6,1.57,0.74,0.92,13,1,4,408
SM-02071,Handle,11.78,3.68,2.32,1.48,4,0,3,874
SM-01993,Shock Absorber,11.44,10.6,3.43,5.5,12,0,1,467
SM-01135,Coupling Insert,6.21,5.67,2.97,4.68,32,2,2,620
SM-00731,Belt,2.58,7.21,4.55,0.02,10,2,3,425
SM-02232,Fender Washer,7.8,2.43,3.23,7.74,12,3,3,349
SM-03106,Piston Seal,12.73,10.94,4.83,7.37,3,3,1,178
SM-03096,Grease Fitting,2.46,10.32,2.05,3.46,19,3,3,388
SM-01234,Toggle Switch,13.27,9.18,1.95,3.82,2,1,1,297
SM-01642,Retaining Ring,11.68,9.38,1.99,2.42,26,3,1,152
SM-02387,V-Belt,5.49,7.29,4.39,7.04,9,1,2,1003
SM-00564,Sealed Bearing,2.43,4.42,0.91,6.1,13,2,3,421
SM-02084,Lubrication Nipple,12.92,8.01,4.73,4.97,3,2,2,651
SM-01530,Toggle Switch,11.94,5.57,3.2,3.71,9,1,2,886
SM-03453,Sealed Bearing,14.58,3.87,3.99,3.35,1,0,3,947
SM-02907,Latch,12.22,3.73,1.4,0.68,10,2,3,465
SM-02804,Ball Valve,3.69,8.94,4.48,2.43,4,1,3,707
SM-02008,Key Stock,14.67,3.68,1.81,0.91,3,2,3,447
SM-00839,Ball Valve,11.13,10.33,3.98,7.22,7,0,1,426
SM-03371,DIN Rail Mount,4.77,6.26,3.77,2.54,26,3,2,575
SM-03302,Overload Relay,12.9,1.76,4.56,6.64,8,7,3,111
SM-01218,Circuit Breaker,15.78,10.26,4.88,1.89,6,0,1,434
SM-02319,Barb Fitting,10.68,2.34,4.97,0.7,2,3,3,353
SM-02936,V-Belt,1.89,2.91,4.86,4.84,21,5,3,197
SM-03041,Threaded Rod,14.75,1.64,1.95,7.99,11,4,3,249
SM-00630,Ring Terminal,13.04,11.34,1.71,2.23,3,1,1,266
SM-02788,Flange Nut,16.9,4.9,1.9,0.28,16,3,2,537
SM-01215,Hydraulic Filter,0.67,4.89,3.75,4.24,20,1,4,339
SM-02171,Compression Spring,6.67,5.81,3.17,6.98,13,0,2,1321
SM-00884,Elbow Fitting,14.73,6.35,4.62,4.01,4,2,2,612
SM-03026,Relay 24V,7.78,7.76,4.05,3.13,2,4,2,361
SM-02829,Terminal Block,4.76,2.01,1.73,7.79,48,1,3,710
SM-01597,Breather Cap,15.55,2.25,4.8,1.4,6,7,3,95
SM-00572,Wiper Seal,2.84,4.28,2.81,3.42,8,11,3,22
SM-00499,Toggle Switch,16.03,5.75,1.2,1.46,27,0,2,1168
SM-00678,Level Switch,6.77,6.05,2.13,4.48,30,3,2,413
SM-01807,Threaded Rod,9.44,11.89,1.9,3.85,26,2,1,213
SM-01290,Chain Link,6.91,3.97,2.25,3.84,3,14,2,9
SM-02191,Cap Screw,11.59,1.51,0.64,4.74,1,1,4,387
SM-02660,Fuse 5A,9.92,4.81,2.2,2.92,4,1,2,1032
SM-01287,Cord Grip,15.76,7.04,2.83,7.51,1,5,2,218
SM-00581,Flanged Bearing,15.78,0.94,4.55,5.29,2,1,4,305
SM-00755,Photoelectric Sensor,2.12,9.82,1.02,1.4,24,0,3,810
SM-03419,Proximity Sensor,0.94,6.05,1.07,4.72,17,3,4,221
SM-00011,Threaded Rod,1.96,5.2,3.24,1.16,12,0,3,764
SM-02030,Relay 24V,14.08,3.0,4.55,7.79,4,7,3,98
SM-01736,Temp Sensor,15.26,0.69,2.57,5.11,1,5,4,96
SM-03114,Belt,10.6,2.8,0.51,2.9,32,10,3,38
SM-00803,Air Filter,9.76,0.92,2.64,5.72,2,1,4,320
SM-00553,Piston Seal,2.4,10.27,1.91,6.21,8,0,3,796
SM-02235,Spacer,7.7,7.54,1.63,4.63,9,1,2,985
SM-02638,Roller Bearing,8.56,4.4,0.63,7.57,35,1,2,1029
SM-02552,Pulley,4.27,2.25,3.98,3.74,15,1,3,684
SM-02260,Push-to-Connect Fitting,11.75,6.63,2.61,2.91,16,0,2,1328
SM-01910,Oil Filter,12.14,9.18,4.41,1.17,7,5,1,82
SM-02479,Relay 120V,9.27,8.81,3.23,6.25,11,2,2,666
SM-01294,Flange Nut,10.67,8.11,3.31,2.74,7,0,2,1242
SM-00148,Extension Spring,16.57,6.32,1.87,6.22,17,1,2,719
SM-02009,Pop Rivet,5.4,4.65,3.48,0.68,35,1,2,950
SM-03384,Elbow Fitting,1.38,4.98,2.37,4.77,2,0,4,583
SM-02556,Cable Gland,3.73,4.42,4.22,7.26,14,5,3,190
SM-01209,Elbow Fitting,5.6,0.76,3.45,2.05,10,0,4,495
SM-00504,Gear,2.74,5.78,3.16,2.31,7,5,3,153
SM-00365,Check Valve,9.62,7.26,1.68,4.64,18,3,2,393
SM-02081,Retaining Ring,11.69,1.01,2.5,3.47,7,1,4,384
SM-02995,Knob,6.41,7.4,2.09,5.35,28,11,2,46
SM-01094,Rocker Switch,15.16,7.46,4.29,0.02,5,3,2,443
SM-00032,Spade Terminal,7.6,7.2,3.35,1.34,2,1,2,703
SM-02142,Blind Rivet,17.84,0.66,2.72,4.63,2,4,4,131
SM-02128,Rocker Switch,11.3,2.88,2.67,1.21,8,6,3,130
SM-00072,Fuse 30A,3.52,3.41,1.64,2.27,13,3,3,261
SM-02568,Fuse 5A,4.46,8.89,0.7,1.3,36,0,2,1355
SM-02327,Snap Ring,16.24,11.04,2.24,7.77,14,0,1,480
SM-02028,Bumper,11.78,7.6,3.93,7.62,7,2,2,648
SM-02977,Pressure Regulator,13.0,4.21,1.2,2.85,45,0,2,1390
SM-03289,Fuse 15A,8.17,2.13,4.84,1.03,7,0,3,934
SM-00301,Air Filter,1.0,3.21,1.4,2.12,49,1,4,292
SM-02620,Terminal Block,4.21,11.13,2.45,1.74,24,1,2,1028
SM-03343,Compression Spring,1.01,7.02,2.75,0.41,11,1,4,446
SM-01988,Pressure Regulator,10.39,6.14,1.83,5.46,17,4,2,340
SM-00517,Compression Spring,2.81,9.31,3.49,1.93,5,0,3,792
SM-02519,Fuse 5A,6.95,5.9,0.82,7.7,42,1,2,1015
SM-02317,Photoelectric Sensor,1.28,6.14,1.1,2.05,9,2,4,261
SM-03248,Hex Bolt,0.29,6.45,3.54,0.2,21,0,4,579
SM-02018,Pressure Switch,0.32,6.52,2.99,2.25,40,1,4,380
SM-00167,Solenoid Valve,8.27,6.25,1.03,5.7,48,8,2,66
SM-00415,Oil Seal,12.29,11.43,4.63,1.21,1,3,1,127
SM-01806,Wiper Seal,11.74,4.13,1.34,2.4,41,5,2,235
SM-02442,Straight Fitting,5.74,11.34,2.43,3.74,15,3,2,519
SM-02967,Bumper,5.44,11.51,1.97,5.5,24,1,2,1064
SM-02711,Cap Screw,4.97,7.31,3.4,2.55,8,0,2,1369
SM-02601,Coupling Insert,12.97,2.61,1.41,1.19,13,3,3,365
SM-01667,Fuse 5A,17.1,2.56,2.6,4.17,3,1,3,622
SM-01140,Relay 12V,8.97,6.86,4.79,3.68,9,1,2,836
SM-01413,Knob,0.97,1.85,1.46,6.02,40,3,4,166
SM-02055,Die Spring,3.81,9.17,4.03,2.73,3,0,3,872
SM-02051,Straight Fitting,15.79,11.83,4.27,4.08,7,4,1,116
SM-00311,Cord Grip,9.84,0.86,0.79,3.1,4,2,4,228
SM-00671,Needle Bearing,12.02,2.41,1.29,5.85,13,5,3,158
SM-02789,Cable Gland,11.18,11.95,1.02,0.74,9,1,1,371
SM-01601,Clevis Pin,14.68,8.57,4.1,1.86,4,3,2,474
SM-02533,Push Button,11.86,5.17,1.0,1.71,5,1,2,1018
SM-02603,Photoelectric Sensor,5.69,3.43,3.08,0.7,14,0,3,893
SM-02544,Push-to-Connect Fitting,0.69,4.29,4.57,3.34,19,0,4,546
SM-01404,Fuse 30A,4.94,5.8,3.17,6.43,36,3,2,461
SM-01691,Cap Screw,8.48,8.0,3.46,1.48,10,1,2,904
SM-00128,Circuit Breaker,3.74,10.43,2.37,7.53,5,0,3,770
SM-00382,Shaft Seal,6.57,5.96,2.43,3.55,28,1,2,752
SM-02089,Fuse 5A,14.4,3.32,3.33,1.59,4,3,3,343
SM-02941,Die Spring,17.74,11.56,3.95,2.46,6,0,1,504
SM-01465,Torsion Spring,11.52,6.27,3.97,3.8,11,2,2,636
SM-01324,Set Screw,1.04,3.22,2.31,2.62,11,5,4,88
SM-01207,Roller Bearing,12.8,3.09,1.48,0.46,8,0,3,836
SM-03252,Blind Rivet,2.25,7.33,1.47,3.76,38,10,3,40
SM-00394,Die Spring,1.85,9.09,2.88,1.68,22,3,3,275
SM-01815,Vibration Mount,5.52,1.67,3.81,4.54,3,1,3,631
SM-03036,Proximity Sensor,6.63,1.87,0.8,0.93,37,1,3,726
SM-01073,Quick Coupler,11.05,6.6,3.89,1.75,9,12,2,30
SM-00031,Compression Spring,14.38,1.82,2.85,0.59,11,1,3,487
SM-01962,Knob,7.92,5.89,2.41,6.3,16,1,2,941
SM-02474,Fuse 5A,16.16,9.87,3.87,5.92,4,5,1,89
SM-01997,Clevis Pin,15.53,0.57,1.52,3.87,5,3,4,180
SM-00099,Blind Rivet,15.82,10.9,1.54,5.7,1,1,1,238
SM-01547,Flat Washer,12.72,7.99,1.85,6.12,17,1,2,889
SM-00785,Gasket,2.83,9.01,3.34,4.47,6,0,3,813
SM-03053,Strainer Element,11.23,2.74,0.67,7.02,4,0,3,924
SM-02610,Extension Spring,10.59,10.08,1.99,4.58,20,0,1,488
SM-00708,Limit Switch,7.61,7.34,2.83,5.31,12,1,2,788
SM-00865,Breather Cap,0.77,9.57,3.0,7.02,2,6,4,66
SM-01017,Stud Bolt,6.79,0.98,2.57,7.32,14,3,4,159
SM-00402,Handle,1.45,2.63,1.69,4.63,40,0,4,469
SM-02814,LED Indicator,9.92,4.61,2.57,3.09,7,0,2,1377
SM-02887,Gasket,10.44,8.85,4.47,5.37,5,0,1,501
SM-02520,Air Filter,2.48,4.66,1.54,7.3,1,1,3,683
SM-02898,Solenoid Valve,1.99,11.64,3.17,6.27,12,11,3,27
SM-03261,Grease Fitting,17.16,2.45,1.04,5.99,15,2,3,475
SM-03023,Hinge,7.65,3.06,3.71,6.08,7,1,3,723
SM-00230,Latch,8.17,5.61,1.46,5.84,37,5,2,185
SM-03488,Solenoid Valve,17.69,7.8,3.29,4.99,7,3,2,585
SM-01048,Fuse 15A,0.33,11.47,1.66,7.73,18,0,4,485
SM-03330,Proximity Sensor,17.59,5.11,1.91,1.55,7,3,2,572
SM-01014,Limit Switch,1.52,0.94,1.2,4.49,15,13,4,10
SM-01205,Cord Grip,11.69,5.38,3.04,7.69,17,4,2,318
SM-01382,Relay 12V,11.75,10.8,2.76,3.82,2,1,1,304
SM-00367,Lip Seal,2.23,9.52,4.0,5.0,10,2,3,416
SM-01922,LED Indicator,13.69,8.3,4.37,7.44,6,0,2,1296
SM-01212,Key Stock,15.52,5.27,2.87,3.52,1,1,2,845
SM-01429,Sprocket,8.56,7.03,3.17,0.78,1,3,2,462
SM-02162,Filter Cartridge,6.6,7.83,2.42,4.42,21,4,2,342
SM-00878,DIN Rail Mount,4.35,4.09,2.17,5.55,48,1,2,805
SM-00804,Strainer Element,10.47,3.61,3.58,0.91,2,1,3,548
SM-00154,Overload Relay,16.73,10.01,1.15,0.56,8,0,1,405
SM-01617,Pilot Light,14.7,6.03,2.27,1.59,3,3,2,475
SM-01735,Flow Control,11.46,5.95,1.79,3.81,22,1,2,911
SM-02280,Signal Lamp,17.35,9.85,4.18,6.11,4,3,1,163
SM-00079,Limit Switch,11.4,9.83,4.33,4.84,12,13,1,4
SM-00931,Oil Filter,6.12,9.8,4.64,5.63,4,0,2,1205
SM-02737,Proximity Sensor,16.33,3.56,4.74,3.42,1,1,3,699
SM-01119,Contactor,17.11,7.18,0.97,0.88,7,0,2,1225
SM-00519,LED Indicator,10.3,10.91,4.58,2.13,8,3,1,129
SM-02277,DIN Rail Mount,12.55,4.3,4.06,4.45,14,8,2,96
SM-02022,Hydraulic Filter,15.45,7.56,2.17,1.61,2,1,2,953
SM-00610,Push Button,16.28,8.84,4.98,5.15,1,1,1,264
SM-00756,Hex Bolt,6.15,10.55,4.74,6.01,2,0,2,1195
SM-01418,Cotter Pin,11.91,11.29,2.34,4.82,17,5,1,73
SM-03439,Dowel Pin,0.55,4.0,2.42,2.55,34,0,4,587
SM-01175,Thrust Bearing,0.91,3.11,1.37,5.02,42,8,4,30
SM-01715,Wing Nut,5.84,8.08,0.98,7.18,41,5,2,232
SM-02799,Circuit Breaker,2.52,0.79,1.8,7.98,6,1,4,418
SM-00407,Roller Bearing,4.14,7.69,4.45,5.79,6,3,2,396
SM-00809,Oil Cup,17.75,7.37,2.03,3.13,8,1,2,796
SM-03236,Knob,11.89,10.86,4.56,5.8,4,3,1,180
SM-03411,Pin Terminal,14.09,1.54,2.32,4.59,2,1,4,451
SM-00848,Roll Pin,15.38,2.77,3.33,1.77,5,10,3,29
SM-01639,Fuse 5A,8.52,4.5,1.64,5.15,19,8,2,88
SM-02687,Extension Spring,3.79,3.78,3.18,3.23,14,5,3,194
SM-01844,Proximity Sensor,1.41,0.77,0.81,7.05,33,5,4,97
SM-02724,O-Ring,8.9,4.57,2.94,3.03,4,0,2,1370
SM-00571,Hinge,12.6,9.33,2.07,0.72,1,1,1,261
SM-02991,Shaft Seal,0.69,3.23,2.67,2.81,5,3,4,205
SM-01278,Strainer Element,3.25,2.46,2.11,4.59,7,3,3,315
SM-00233,LED Indicator,7.35,7.63,4.56,1.09,4,1,2,732
SM-03089,Pressure Switch,11.96,1.26,2.99,6.76,5,3,4,209
SM-01115,Quick Coupler,4.94,0.85,4.07,2.62,10,0,4,493
SM-02215,Level Switch,1.33,5.4,2.9,1.9,6,3,4,183
SM-02070,Roller Bearing,12.34,9.16,1.93,6.25,8,0,1,470
SM-02344,Photoelectric Sensor,16.82,5.4,1.94,7.08,2,5,2,253
SM-01560,Pilot Light,9.35,10.04,0.71,1.75,44,1,1,315
SM-00774,V-Ring Seal,2.55,5.44,4.95,0.93,14,4,3,216
SM-00788,Pop Rivet,11.45,6.09,1.72,6.41,5,2,2,608
SM-03281,Pillow Block,16.97,7.97,4.77,7.97,2,1,2,1091
SM-02735,Spacer,10.17,9.11,2.03,6.17,1,2,1,228
SM-03057,Signal Lamp,11.43,4.48,4.99,0.65,13,0,2,1398
SM-00361,Roll Pin,5.55,1.18,4.3,1.96,2,1,4,296
SM-03294,Oil Cup,14.67,3.73,1.3,5.79,2,2,3,477
SM-00191,Ball Bearing,5.5,3.92,1.8,3.43,38,3,2,380
SM-00083,Spade Terminal,0.96,7.81,2.41,5.03,8,1,4,284
SM-03381,Machine Screw,4.35,9.41,4.48,4.89,18,0,2,1423
SM-00294,Pulley,14.97,9.82,1.56,7.29,22,1,1,248
SM-01372,Spade Terminal,2.05,3.31,0.64,3.87,46,2,3,439
SM-01796,Gas Spring,3.06,2.53,0.77,1.44,44,5,3,171
SM-02810,DIN Rail Mount,6.12,6.97,3.31,4.89,13,6,2,168
SM-02905,Ball Bearing,17.68,9.37,1.23,4.38,20,1,1,377
SM-02449,Relay 24V,8.34,7.42,3.01,6.04,13,1,2,1008
SM-02725,Relay 120V,11.87,8.2,4.44,1.71,3,0,2,1371
SM-01312,Fuse 30A,5.33,7.93,4.8,3.41,9,7,2,126
SM-01957,Wire Connector,13.03,11.13,4.59,2.41,5,1,1,334
SM-01860,V-Ring Seal,4.4,4.26,3.01,7.0,27,8,2,92
SM-00868,Filter Cartridge,15.15,10.57,3.3,1.3,2,3,1,139
SM-03187,Retaining Ring,16.38,1.0,3.83,2.47,2,1,4,438
SM-01566,Roll Pin,2.58,7.82,4.6,5.24,10,6,3,123
SM-01948,Temp Sensor,10.75,1.44,2.29,5.81,6,14,4,7
SM-00870,Hinge,13.85,7.58,2.99,2.84,10,12,2,28
SM-01383,Latch,13.36,6.79,4.49,2.27,8,4,2,320
SM-01978,Pneumatic Actuator,16.65,2.21,0.8,5.86,33,5,3,179
SM-00650,Shim Pack,7.34,7.5,2.42,6.79,18,6,2,151
